id dam sire mtHap
M0120 ALM80 PRK83 122
CHF01 WAG95 PEREG 151
SAM97 CAL84 FLY86 139
CHO75 CHOCH PINCS 158
OCH96 SAF80 INI85 138
SAF80 CRT76 LTNIK 138
BOT79 GL375 BLT71 157
CHP94 BLC83 PEP85 156
JACKS F0100 SLIPP NA
VIO97 CLA85 JOW89 137
FEA87 PLO82 RED77 151
SME84 TEA78 LTNIK 141
MOPRX WID79 OAT89 123
CRT76 CROTT MAXIS 138
TRN69 TRNRI CAESA 151
TWL10 WIS06 SKU97 158
FAL01 CHP94 SANDY 156
BLT75 BLTLE ETHEL 147
SLA07 GEC95 FRA96 152
MUS85 RED74 BRF76 133
F0100 NA M0141 NA
LTF74 NA M0029 152
MOBYD NA BRNCH NA
GRE68 NA THORS 140
M0083 NA M0135 NA
REDYE NA M0101 133
ARCHI NA M0088 NA
M0140 NA M0147 NA
M0078 NA WAX85 NA
BLO72 NA FAISA 156
M0064 NA FEE73 NA
GEC95 NA SCI87 152
F0119 NA YHO76 NA
STARN NA CRUSA NA
F0051 NA DOC95 NA
BRNCH NA ROCKY NA
KIERA NA BIGSG NA
COB80 NA WHI72 130
CMOFF NA ARIST 142
MHO67 NA CRUSA 139
YELLO NA HAMIS NA
M0055 NA SWA98 NA
SARGA NA DIL99 NA
MODNP NA PEREG NA
EIF81 NA WHI72 130
TEAKS NA CROSS NA
WAVYS NA SOB70 NA
NIGEL NA TYS83 NA
M0108 NA ANK87 NA
GRIST NA CPBPT NA
M0148 NA CHEST NA
M0109 NA BAR82 NA
F0134 NA HAL88 NA
LTF77 NA BOSSS 152
FAG79 NA SCO71 147
FORTS NA CLE72 NA
F0151 NA CRT77 NA
M0102 NA GEC97 NA
TOS96 NA EGR88 165
M0144 NA BRLGS NA
F0156 NA DIL99 NA
ROGER NA ATH91 NA
COF01 NA PIC94 130
F0160 NA BLO78 NA
M0122 NA AVO87 NA
WIRES NA BIGSG NA
F0152 NA CHE82 174
MOPRC NA LIGHT NA
M0046 NA SLITS NA
M0127 NA DIC90 NA
M0115 NA YHO72 NA
BLO75 NA CECIL 156
M0117 NA CHE75 NA
M0131 NA ART00 NA
CONFI NA BUL72 NA
GL375 NA PINCS 157
M0134 NA ARIST NA
M0095 NA LIC76 NA
LENOT NA OTA76 NA
M0150 NA FAN85 NA
M0151 NA DSA99 NA
F0136 NA TUS97 NA
SMOOT NA SPD00 NA
M0128 NA SPD00 NA
SCRAT NA CLO95 NA
M0130 NA CAY03 NA
M0152 NA RPP06 NA
M0149 NA CHEST NA
M0146 NA SLIPP NA
M0147 NA LIT76 NA
YTA75 NA YESTE 132
MAD83 BOT79 NA 157
BRO66 BROWH NA 141
M0045 F0160 NA NA
BUL65 BULGY NA 144
PEC86 SCO76 NA 127
