id dam sire mtHap
SDY15 RUM09 SEQ07 143
PID92 LIM85 LEN83 144
PAN00 PID95 OAT89 144
SWA98 SWI88 INI85 151
ROB12 WRE07 FLG00 151
WHS91 BAR79 VER81 155
SWI91 TER83 RHY82 151
VEC19 SPY14 TTL06 143
SWT11 FRT06 FLG00 144
NAU18 CCH14 IOLOO 144
SWT13 FRT06 SHAGG 144
TIN06 THU91 HAW99 140
VIP18 VES06 DUB09 147
RDD18 CLK04 WSD11 130
PRI79 PGB74 MAXIS 101
MAW79 MOD74 BLT71 153
WIL89 FUL85 ASP77 153
MEG07 MAR95 DOC95 153
PCN17 WAL02 STERN 147
OXY03 DOC96 WOD96 147
SYC94 PET87 AVO84 147
SYC95 PET87 AVO84 147
SYC97 PET87 BASIL 147
OXY09 DOC96 FLG00 147
MAR87 MAW83 FLINT 153
MAR89 MAW83 RED77 153
PUF06 POM97 AIDAN 153
WIG83 TEA76 RED73 141
PHL95 PID89 TYS83 144
WLK18 SLL07 IOLOO 144
MAR96 MAW83 PEP85 153
PAN05 PID95 BNX96 144
PAN06 PID95 EID01 144
MAS92 TUR85 FRE87 133
PAP86 CAL82 ROCKY 139
TRT96 OCH90 TIG89 138
MAT04 MAR89 CSK95 153
MNS09 STR96 AIDAN 153
SPT21 CBS13 GLR09 140
RUF10 GOD97 STUAR 143
MDL98 FAN93 RHINO 130
XIN17 MCU12 HUGHE 138
RUI09 KLD05 AIDAN 153
RHB20 RHE14 WSD11 147
WOD94 CAP84 AVO84 140
TER83 TRN72 GROWT 151
TER84 TRN72 FLINT 151
PCN07 WAL02 CEDRI 147
NET99 DOC94 CSK93 147
NIA18 ARE14 WSD11 147
VEN94 APH91 SAF85 132
WAL13 DIC95 RUM04 147
SOX08 SEQ01 ALD99 147
TSU07 MNS03 AIDAN 153
MOU08 DIC94 SKU97 147
WAG04 LPW91 CSK95 151
OAT92 BAR83 TIT79 155
TLS11 SCR06 CLW00 130
POM07 BNX93 DOC95 153
ZEP13 WHF07 SPD01 143
MOJ18 GNB10 WSD11 147
WST19 LIA14 WSD11 147
MOJ20 GNB10 WSD11 147
WLK20 SLL07 UHA14 144
VOR18 EDD13 LAURE 143
ZUC01 CUC91 ATH91 140
MNM07 CHN03 PERCY 138
TAA98 ALB93 SCI87 153
MDR02 TIK98 AST95 133
RDD10 CLK04 PERCY 130
OAT94 BAR83 SKA85 155
QTZ20 TIC07 ORY12 147
YEW99 HOL94 BASIL 147
TNY88 TIT84 RHY82 137
RBY02 STO98 HER91 143
TYS81 TOR75 TRN73 151
TYS83 TOR75 GROWT 151
WAL02 DIC95 OCH92 147
TIK00 HAL95 PEREG 133
NEP96 IND92 TYS89 133
PAP91 CAL82 TYS83 139
MEL87 YHO71 AXISS 140
MST99 IVY95 JOW89 147
TIK04 HAL95 GEC97 133
TIK05 HAL95 SYC96 133
ONY10 RBY05 FRT05 143
MEA94 BAR84 CUR85 155
SLR05 FLG98 WOD96 144
ONY13 RBY05 SPD01 143
UKL14 FDL99 BRAVO 137
WOD98 CAP84 BASIL 140
WAL11 DIC95 ART00 147
SPY18 RPP08 OXY09 143
RUM04 STI96 BULBY 143
RUF09 GOD97 WILTS 143
TEA82 TAL71 LTNIK 141
ZUC95 CUC91 AVO84 140
UPT78 UPTUR YESTE 143
ZEP12 WHF07 SPL04 143
MNG07 TRT03 TNY94 138
SCP12 EID03 KAR02 141
SML21 WHF10 WSD11 143
OPA99 STO96 BASIL 143
WID85 MOW71 ROCKY 123
RHB18 RHE14 ORY12 147
SER01 HRM95 TNY94 136
TUS01 JUG91 CHP90 135
PRN01 OXA95 CHP90 138
MRY98 MAR93 FLA90 153
PID95 LIM85 TYS83 144
UTE17 COM14 NA 147
SES94 HAR82 FLY86 155
PRS98 ATH89 HRM90 132
MNM17 CHN03 SLITT 138
SCT05 CRM99 FRA96 138
MUF99 DIC96 LIZ89 147
WHI76 WHIGR MAXIS 132
WLK14 SLL07 STERN 144
OCC92 CLC80 CHEST 130
STN12 LMS05 CLW00 143
STN14 LMS05 BOM06 143
MOU07 DIC94 HAW99 147
UPT76 UPTUR ELSIV 143
RAS15 MTT08 TTL06 130
PID97 LIM85 TWE89 144
PID99 LIM85 BASIL 144
SOX04 SEQ01 CLT95 147
ROB16 WRE07 VNS09 151
WHZ00 CGH94 BASIL 143
WHZ02 CGH94 KKONG 143
ONY14 RBY05 SPD01 143
ROB17 WRE07 ZAPHO 151
POT09 TRT05 SPI01 138
WEE89 WHE77 RED77 155
VES14 NET02 STERN 147
RBY12 STO98 SPL04 143
SLO05 GIN93 TNG94 147
MNM14 CHN03 ZAPHO 138
POM06 BNX93 AIDAN 153
WSD06 MLR96 HAL98 135
PLS18 MAJ14 HUGHE 138
TRI01 FEA94 AST91 151
MNG11 TRT03 KAR02 138
RAP97 THU94 BASIL 140
ZEP14 WHF07 SYC02 143
URC15 ANM06 MOU09 144
RBY05 STO98 TNY94 143
WLK16 SLL07 STERN 144
SER99 HRM95 PEREG 136
WHA89 CUR78 ROCKY 143
OTA76 OTAGG MAXIS 130
STI95 AVO89 WEE85 143
TRT02 OCH90 KKONG 138
STI98 AVO89 SCOWL 143
RUF04 GOD97 BULBY 143
MNS01 STR96 OCH92 153
NEC12 SPL98 MOU05 139
OCC90 CLC80 LUZ82 130
VIP16 VES06 ZAPHO 147
SPD98 KNO95 FLA93 143
VES13 NET02 RUM04 147
RUF08 GOD97 WILTS 143
WAL04 DIC95 WOD96 147
WHA92 CUR78 LEN83 143
STO94 WHA89 AVO84 143
WOD91 CAP84 CUR81 140
VIP14 VES06 RUM04 147
MNX88 FUL83 RED77 153
TSU10 MNS03 AIDAN 153
SIE82 MEL75 LIKEC 140
TIN02 THU91 TNY94 140
VES10 NET02 FLG00 147
STN10 LMS05 MOU02 143
WIS04 CRB95 DOC95 158
STN11 LMS05 TNG97 143
ORA09 ANM02 EID01 144
TEA80 TAL71 MAXIS 141
SAG99 SEM95 SCI87 155
SML13 WHF10 SYC00 143
SML15 WHF10 TTL06 143
UMB87 MEL76 CPBPT 140
NON84 NOB76 TER75 144
RAP06 THU94 PERCY 140
WEE84 WHE77 TAL75 155
PRT97 ORP92 INI85 137
STR00 MNX90 SCI87 153
TRT05 OCH90 FRA96 138
STO99 WHA89 BASIL 143
SLL13 PAN00 SPL04 144
PUF05 POM97 SANDY 153
TYS89 TOR75 RED77 151
PAN02 PID95 OCH92 144
STI96 AVO89 TYS89 143
TRT00 OCH90 RHINO 138
MTT10 TNG99 MOU02 130
URC13 ANM06 FLG00 144
WIS03 CRB95 DPU94 158
SPY19 RPP08 LAURE 143
VIP20 VES06 UHA14 147
PCN06 WAL02 CEDRI 147
RDD14 CLK04 SYC02 130
WAG98 LPW91 EGR88 151
STN13 LMS05 CLW00 143
RHE12 OXY05 SYC00 147
OTA77 OTAGG MAXIS 130
SOA20 BRY10 ORY12 153
UZH21 MLA18 WSD11 130
PRC06 TRT98 PRN99 138
RDD16 CLK04 TTL06 130
WHS85 BAR79 RED77 155
VES07 NET02 CEDRI 147
PSS20 CND06 WSD11 140
PLS17 MAJ14 GLR09 138
RNG04 BUT98 FRA96 144
QUE21 PSS18 WSD11 140
OXY11 DOC96 ART00 147
RBY10 STO98 CLW00 143
MTS20 IRI15 WSD11 147
RAS16 MTT08 TONKS 130
WIL92 FUL85 BAR82 153
WDY02 OXA99 CHP90 138
PUE17 NAV12 LAURE 147
WAG06 LPW91 AIDAN 151
QUI82 MEL77 CRT72 140
SLR03 FLG98 TYS89 144
WOD95 CAP84 TYS83 140
TYS84 TOR75 YTA77 151
WHS84 BAR79 FLINT 155
TOG92 BCL84 BLC81 144
SUL96 TER80 TWE89 151
PUM08 CND03 ZUC98 140
STO01 WHA89 HER91 143
WHS87 BAR79 YTA77 155
WAG03 LPW91 CSK93 151
SWA95 SWI88 AVO84 151
WOD92 CAP84 RHY82 140
SAG10 SEM95 FRT05 155
WIC19 SOX09 KLP16 147
OTA81 OTAGG CRT72 130
ZUC00 CUC91 BASIL 140
SAP11 RBY02 RUSTY 143
SCR06 GRA93 TNY94 130
ONY11 RBY05 RUSTY 143
ROB13 WRE07 SPD01 151
WIL91 FUL85 BAR82 153
WAL00 DIC95 SLT86 147
WAL01 DIC95 TNY94 147
STI94 AVO89 FOL84 143
WHA87 CUR78 AXISS 143
WHS83 BAR79 GROWT 155
STI93 AVO89 WIG85 143
RMX01 DOC97 TNY94 147
UPT71 UPTUR CECIL 143
ZUC03 CUC91 KKONG 140
RHE09 OXY05 DANDP 147
FMR08 HOL00 NIGEL 147
CLE73 CLEOP HEINS 137
SYC93 PET87 CRUMP 147
SKA87 LIB78 M0097 165
STA94 GAL89 OCH83 144
PUE16 NAV12 LAVAL 147
SPA16 PPL12 M0133 144
FIB12 FMR06 BROWN 147
CPY06 MOU03 NIGEL 147
MLR96 JUG87 CONFI 135
EGR93 IBI84 CRUMP 143
SUL88 TER80 SAF82 151
CDN11 HOC07 ARCHI 147
INI88 VER79 CRE80 136
JEE00 HAL90 M0046 133
TTL14 LMS00 SARGA 143
CYA09 AZU05 BROWN 138
DEO03 CED99 MOBYD 147
TIN97 THU91 M0093 140
PLO88 TRN74 MAD83 151
EDD18 RUF09 STRAC 143
RAP00 THU94 MOBYD 140
AMC18 USS12 LONGB 147
CLE72 CLEOP M0101 137
OXA96 SRL91 M0089 138
DAR82 BLT73 PHANT 147
CET16 RUF02 LAVAL 143
BUT02 BCL93 SHTNK 144
CRX10 LMS06 ROGER 143
POM99 BNX93 WIRES 153
USS21 MEE05 TOK12 147
LAV09 CLK06 M0044 130
SEQ01 SYC91 MOBYD 147
NAV13 SEQ05 ROGER 147
SOX16 SEQ01 LAVAL 147
KAN18 WIC13 M0056 147
CAY02 CPS97 M0078 133
FLU14 PCO06 FRR05 137
FRE90 THO78 M0069 132
GRA98 FAN90 TURKS 130
SWT19 FRT06 LONGB 144
SPY16 RPP08 SARGA 143
WIC14 SOX09 SARGA 147
OXL83 PRI79 M0096 101
QUN99 CAF89 TURKS 130
SPD01 KNO95 M0150 143
SAP08 RBY02 M0044 143
MLR91 JUG87 LENOT 135
SOX14 SEQ01 SARGA 147
AUK20 ALL13 LONGB 153
BMA12 CHN06 M0031 138
FRT07 BUT96 PERRN 144
LEM20 AYE12 LONGB 147
CDY21 BOO14 STRAC 147
VNS09 BUT02 NIGEL 144
WSD03 MLR96 M0038 135
UKL06 FDL99 PERRN 137
CFI88 CFU82 JACKS 142
FDL97 VIO89 M0089 137
WSD08 MLR96 QUN94 135
GLR12 LPA02 WBEYS 143
VNG95 VIN91 TEL87 133
CBT14 AZU08 WBEYS 138
HON99 SUN93 TURKS 138
USS19 MEE05 LONGB 147
USS16 MEE05 TWX06 147
CCA01 QUN97 MOBYD 130
BRY15 HIR03 SCRAT 153
CUM98 CRC91 M0046 133
MCD17 WAL06 SCRAT 147
ETN01 ALD94 M0078 132
PEP90 MUS81 WAVYS 133
FDL94 VIO89 LENOT 137
GLR05 LPA02 SAM97 143
IRI18 AYE09 LONGB 147
CCO90 LAM83 WAVYS 142
PPK96 PEP90 TURKS 133
EDD19 RUF09 STRAC 143
GAL89 POL77 JACKS 144
ALL19 PUF06 LONGB 153
CAM13 MNM07 WBEYS 138
CWR92 LIM80 OCH83 144
SPY17 RPP08 SARGA 143
RUM01 STI96 SHTNK 143
UMB82 MEL76 PHANT 140
WSD12 MLR96 M0031 135
BIE02 CFI94 SHTNK 142
SANDY PEN89 M0109 155
TUS99 JUG91 BRNCH 135
TNY93 TIT84 CRUMP 137
CAY03 CPS97 BRG90 133
IRI20 AYE09 LONGB 147
TWA01 ORC97 M0108 138
MOO95 MOY82 SEP83 155
MNM13 CHN03 WBEYS 138
PRI82 PGB74 PHANT 101
WAX92 WHI76 M0068 132
HEL00 ORC95 MOBYD 138
ORG01 CUM98 M0123 133
HDX13 GTR06 WBEYS 137
FAN85 COL80 TAMEG 130
APA07 SEQ99 NIGEL 147
ALL20 PUF06 LONGB 153
SHL01 GRA96 M0046 130
CBT12 AZU08 WBEYS 138
RIB02 BCL96 M0076 144
FRA00 PEN90 KIERA 155
MNT09 SUR95 BROWN 132
SPY15 RPP08 SARGA 143
TSL02 THS96 M0076 139
ALI13 EMB08 M0053 140
MNT11 SUR95 BROWN 132
LAK21 CHY16 STRAC 147
PEL87 MOS83 SCO78 138
KOH20 AYE10 LONGB 147
CAY04 CPS97 BRG90 133
RPP03 RUF00 MOBYD 143
PEP99 MUS81 MOBYD 133
APH98 THO86 M0060 132
CCO87 LAM83 M0058 142
BRG89 MUR85 CRE80 130
OXA95 SRL91 BRNCH 138
CET15 RUF02 SARGA 143
RAD08 DEO05 M0051 147
CPY08 MOU03 NIGEL 147
MND03 FDL94 M0033 137
EGR94 IBI84 GRIST 143
BOO20 YOG06 STRAC 147
CEL01 AST90 M0151 144
OXY06 DOC96 NIGEL 147
MNG12 TRT03 WBEYS 138
BEE93 PET85 CRUMP 147
PPK94 PEP90 LENNY 133
GNB13 SLO01 M0050 147
NYM98 APH95 M0149 132
VES18 NET02 LONGB 147
CHN08 TRT97 QUN94 138
CHN03 TRT97 MOBYD 138
BOO17 YOG06 SARGA 147
LEN81 MOY73 PHANT 155
COL73 COLLE HEINS 130
SKU93 FUL86 SAF82 153
LYR17 LUT08 SARGA 137
IVY94 ILE87 OCH83 147
DAN94 BUC82 OCH83 144
SHN02 HEB98 M0032 147
LAM87 CMO78 MUS79 142
LAP83 MOL75 M0137 153
RIE21 SVG17 SPOCK 147
FVA16 DUB11 LAVAL 143
TEM15 STN12 M0053 143
CAF91 MAX84 CONFI 130
GAL81 POL77 BRF74 144
BBA17 SLA12 M0106 152
CED99 SEQ95 M0095 147
HAZ12 LCH06 M0014 147
KAR02 TKN94 M0033 143
APH99 THO86 CCO93 132
MCD11 WAL06 TUFTY 147
CET12 RUF02 ARCHI 143
FRE89 THO78 M0098 132
CLT96 CCO87 MOO86 142
CWR91 LIM80 SAF82 144
ULU15 DID06 PLT07 137
MOE21 CHM13 LONGB 147
TTL12 LMS00 ETN04 143
RAP02 THU94 MOBYD 140
ACA11 GKG07 WBEYS 147
DAI12 MRG03 ROGER 139
CSH11 WAL03 TUFTY 147
MCU12 MNG09 ETN04 138
SKU99 FUL86 WIRES 153
TUS96 JUG91 BRNCH 135
HRM95 INI86 LENOT 136
SES88 HAR82 CRE80 155
LEM16 AYE12 SCRAT 147
ZUN17 NAV14 SARGA 147
MAR93 MAW83 SAF82 153
YEW03 HOL94 SAM97 147
ALC89 OCC85 WAVYS 130
HUD16 LPA12 DAMMY 143
PPT16 WAG06 SCRAT 151
FUL86 MAW79 MASSI 153
MAS97 TUR85 TURKS 133
DIC91 HIC84 SAF82 147
PPY11 HON06 ROGER 138
SHO16 CND12 BROAD 140
PID89 LIM85 JACKS 144
MNT04 SUR95 M0038 132
SDY19 RUM09 CHK13 143
TIK03 HAL95 M0045 133
JUG91 BRF79 LENOT 135
VIP11 VES06 ARCHI 147
SHZ12 MLT07 M0079 138
BRF76 FEE71 SAGGY 135
CPS97 PEP93 M0060 133
MLN97 BEE93 M0008 147
ASP77 TOR72 STARN 151
HAW99 SUR91 M0095 132
IND92 HAL87 TOPIS 133
PEP95 MUS81 TURKS 133
SCO72 SCOLL THORS 127
WHZ03 CGH94 MOBYD 143
PCN11 WAL02 TUFTY 147
MRC20 MCD14 SPOCK 147
ESP05 LTE02 M0086 130
AMC21 USS12 LONGB 147
BOL21 CHM17 SPOCK 147
ACA10 GKG07 M0031 147
MEG99 MAR95 KIERA 153
CHL98 PEP91 M0121 133
FID89 VER78 JACKS 136
DAK12 SOX08 WBEYS 147
DOC92 HIC88 OCH83 147
RAS13 MTT08 ROGER 130
HIM16 OXY06 BROAD 147
BMA16 CHN06 DAMMY 138
HED07 IVY97 NIGEL 147
ZUC98 CUC91 TURKS 140
ORC97 CRO90 TURKS 138
ORC98 CRO90 TEAKS 138
SCT03 CRM99 MOBYD 138
BBG16 DID08 LAVAL 137
CMT11 MLN00 WBEYS 147
FLA83 UPT79 YELLO 143
MAA21 BED15 M0130 140
SOL96 THO84 LENNY 132
MNT03 SUR95 M0045 132
ICE03 SUR99 M0045 132
MNT08 SUR95 M0051 132
PID91 LIM85 SCO81 144
WAL08 DIC95 NIGEL 147
CHE76 BLT69 M0134 147
CND12 TIN98 BROWN 140
PIN74 TAL70 M0029 141
APH95 THO86 M0082 132
TSU16 MNS03 PLT07 153
BNX93 FUL89 SAF82 153
BRF82 FEE71 TAMEG 135
OVA98 CAF93 TEAKS 130
SWT15 FRT06 BROAD 144
OXA01 SRL91 CCO93 138
QUN97 CAF89 TURKS 130
SCO71 SCOLL M0107 127
GAN00 SUL94 KIERA 151
SQU00 EGR91 MOBYD 143
BRG96 MUR85 TURKS 130
BRG98 MUR85 M0060 130
HDX14 GTR06 GINGR 137
MNG08 TRT03 QUN94 138
JEE10 HAL90 M0014 133
CDN15 HOC07 SCRAT 147
JEE95 HAL90 M0049 133
GNB04 SLO01 M0127 147
CLL01 VIO96 M0122 137
MCU16 MNG09 M0072 138
SAG13 SEM95 SCRAT 155
RUB09 GRA98 NIGEL 130
CMR02 CLT97 SHTNK 142
LEM21 AYE12 TOK12 147
CLM82 CLE74 PHANT 137
MNM16 CHN03 DAMMY 138
TRT03 OCH90 M0045 138
IVY91 ILE87 CRE80 147
DIC89 HIC84 OCH83 147
TRT95 OCH90 M0008 138
CEE98 BUS92 M0046 127
SOL94 THO84 CONFI 132
USS15 MEE05 SCRAT 147
SDY17 RUM09 SARGA 143
GRA02 FAN90 M0076 130
TSL00 THS96 MOBYD 139
TEL91 PEC81 JUG84 127
TEM16 STN12 M0128 143
JAD09 RBY03 NIGEL 143
MLN02 BEE93 M0076 147
APH94 THO86 M0064 132
FVA18 DUB11 M0056 143
HON97 SUN93 TURKS 138
CLT93 CCO87 CRUMP 142
MCD12 WAL06 BROWN 147
DIL02 FEN90 M0088 133
SLR11 FLG98 M0050 144
VIR19 MCD15 TWX06 147
FLM16 EMB12 DAMMY 140
SOA19 BRY10 LONGB 153
CRX12 LMS06 ROGER 143
KIL79 BUL71 SAGGY 144
MCL20 IRI16 SPOCK 147
CSH08 WAL03 NIGEL 147
SCP13 EID03 ROGER 141
TUR92 MUS77 TOPIS 133
CMA14 TWX08 FRR05 158
AGO21 CPY16 SPOCK 147
HRM93 INI86 CRUMP 136
PRN98 OXA95 M0120 138
BZK16 LUT10 SMOOT 137
GYP13 TIN00 ROGER 140
CUM02 CRC91 QUN94 133
LUZ86 DOR78 YELLO 132
BMB13 SSK06 ROGER 151
ALC91 OCC85 M0069 130
TIC08 CLO96 NIGEL 147
MDD17 MEG06 TWX06 153
MDD19 MEG06 LONGB 153
CMT14 MLN00 GINGR 147
CND02 TIN98 M0076 140
CRE82 CLE76 PHANT 137
DIC94 HIC84 OCH83 147
SPY13 RPP08 ROGER 143
DRE12 PRC09 ETN04 138
QUN96 CAF89 M0008 130
CUM95 CRC91 M0067 133
RDD12 CLK04 BROWN 130
TER75 TRN72 STARN 151
CND13 TIN98 ROGER 140
SLR08 FLG98 NIGEL 144
FRE83 THO78 M0083 132
GAL85 POL77 TAMEG 144
CAL85 CIN78 TAMEG 139
ONY12 RBY05 BROWN 143
CAL82 CIN78 PHANT 139
EDD17 RUF09 SARGA 143
TIN95 THU91 LENOT 140
CHN01 TRT97 MOBYD 138
BEE94 PET85 LENOT 147
KAR03 TKN94 M0033 143
MOD74 MOM65 VICTO 153
PRI89 PGB74 M0098 101
KNO94 TRK87 M0064 143
NAV16 SEQ05 SMOOT 147
NAV18 SEQ05 SARGA 147
WEE85 WHE77 MASSI 155
PHA13 LPA04 M0140 143
COL80 COLLE PHANT 130
SES89 HAR82 OCH83 155
JEP16 CHK12 M0079 147
SDY14 RUM09 PLT07 143
TRX12 TIN04 M0100 140
FAN93 COL80 CRUMP 130
BOO16 YOG06 SMOOT 147
IVO98 EBO90 TEAKS 147
GGZ16 CHD10 SMOOT 142
LYR16 LUT08 SARGA 137
WHI72 WHIGR THORS 132
SOL93 THO84 LENNY 132
RHY90 MOS78 FORTS 138
RHY92 MOS78 LENOT 138
VIN97 MUS84 M0060 133
SAP12 RBY02 ARCHI 143
OVA02 CAF93 MAS95 130
KAJ20 KOH16 LONGB 147
SEE93 SES89 CRUMP 155
PID96 LIM85 LENOT 144
UHU21 USS16 LONGB 147
VEC17 SPY14 SARGA 143
GKG09 CED04 M0102 147
PEP94 MUS81 LENNY 133
APH93 THO86 M0099 132
MAJ12 PRC06 ROGER 138
NAR21 NAV18 STRAC 147
EOL86 CAN80 M0115 132
TUS95 JUG91 GRIST 135
OYS13 SLL09 ROGER 144
CBH15 CCK07 LAVAL 138
LUT15 FDL03 SARGA 137
SES92 HAR82 SEP83 155
ARD02 ALD98 M0032 132
HDX11 GTR06 ROGER 137
LTE02 CAF98 M0078 130
CYP19 CPY14 LONGB 147
SEQ98 SYC91 TURKS 147
CHK12 SOX04 ROGER 147
OXY08 DOC96 NIGEL 147
TUS03 JUG91 MOBYD 135
MUR87 COL79 M0058 130
MAV01 ANT97 M0139 130
MDL99 FAN93 M0046 130
TEI09 MNT04 BROWN 132
TEL90 PEC81 FOL81 127
WLL12 LCH08 M0014 147
VIN88 MUS84 TOPIS 133
VIN91 MUS84 WAX85 133
MAS94 TUR85 LENNY 133
BIE01 CFI94 SHTNK 142
VIN95 MUS84 M0082 133
CLO95 HIC89 OCH83 147
BYL19 ONY15 M0056 143
APH96 THO86 LENNY 132
TSU15 MNS03 SCRAT 153
TNG97 FAN88 TURKS 130
COL82 COLLE M0083 130
CHM15 HOC05 M0001 147
LUT16 FDL03 SARGA 137
HAN21 JAE08 SPOCK 153
MAX82 COL78 PHANT 130
WHS92 BAR79 OCH83 155
BIL85 WHO79 SCO77 150
CRS92 CHI89 M0117 101
POL73 POLLU M0029 144
BIT03 SQU97 MOBYD 143
KOH18 AYE10 LONGB 147
ORA07 ANM02 NIGEL 144
DIC93 HIC84 SCO81 147
TEA76 TAL71 SAGGY 141
HAN17 JAE08 TWX06 153
STO93 WHA89 CRUMP 143
HAL88 TUR83 TOPIS 133
MDD12 MEG06 M0055 153
CYA12 AZU05 WBEYS 138
HAL93 TUR83 LENNY 133
EID05 MAL93 M0038 141
MEL75 YHO71 SAGGY 140
LMS01 GOD94 M0038 143
CBS15 ZUC03 BROAD 140
TRT98 OCH90 TURKS 138
CLA87 CLE77 M0063 137
CDN20 HOC07 SPOCK 147
LUN10 BSY04 M0014 147
SOA15 BRY10 M0001 153
WAL07 DIC95 NIGEL 147
COU94 CUC84 CONFI 140
TIC07 CLO96 NIGEL 147
SAX99 TAM93 M0046 138
FUL85 MAW79 MASSI 153
PEL91 MOS83 LENOT 138
PEL92 MOS83 LENOT 138
EDD14 RUF09 SARGA 143
TTL04 LMS00 QUN94 143
WIG81 TEA76 PHANT 141
LOB86 TOR78 MASSI 151
YOG06 YOS01 PERRN 147
RUF12 GOD97 BROWN 143
DOC94 HIC88 OCH83 147
CBL06 GRA02 CRD99 130
TIK06 HAL95 CRD99 133
HED12 IVY97 TUFTY 147
MOZ02 BIE97 SHTNK 142
AZU12 CRM01 ROGER 138
BNT16 BMB10 BROAD 151
KOH16 AYE10 TWX06 147
FAN88 COL80 FORTS 130
PAP88 CAL82 CRE80 139
PCN08 WAL02 NIGEL 147
MEL77 YHO71 SAGGY 140
VES12 NET02 TUFTY 147
COQ95 FIL90 M0067 130
FIE92 SIE82 LENOT 140
SUN98 RHY86 TURKS 138
CIN82 BST73 SCO75 139
WHF12 WHZ02 BROWN 143
CHL02 PEP91 M0076 133
WIC21 SOX09 STRAC 147
DAN91 BUC82 CRE80 144
PPT20 WAG06 SPOCK 151
LPA08 LMS97 PERRN 143
ATH91 THO81 CONFI 132
SLL11 PAN00 ARCHI 144
HAL96 TUR83 TURKS 133
CND03 TIN98 MOBYD 140
EMB12 CND04 ROGER 140
COM16 APA10 M0062 147
CHM17 HOC05 SCRAT 147
SWI89 TER83 SEP83 151
FIN95 FEN89 M0067 133
RHY86 MOS78 YELLO 138
CLA82 CLE77 PHANT 137
GRA94 FAN90 M0093 130
IRI16 AYE09 SCRAT 147
SAP09 RBY02 PERRN 143
DRP03 SAX99 M0045 138
EMU18 LYR12 SARGA 137
RHA21 EMU18 M0081 137
COM21 APA10 STRAC 147
BOO10 YOG06 BROWN 147
GEM90 POL79 SCO81 144
TNQ16 GNB07 LAVAL 147
CRO88 OCH85 SCO78 138
HOL94 ILE86 OCH83 147
ELK19 LEI13 M0138 140
CPY19 MOU03 TWX06 147
SUR94 THO82 LENNY 132
LIL04 THU96 SQU98 140
PHA12 LPA04 ETN04 143
SOL92 THO84 CONFI 132
SOL89 THO84 TOPIS 132
PHL96 PID89 LENOT 144
SAP16 RBY02 BROAD 143
ZIT21 BAL17 M0081 137
SAX97 TAM93 TURKS 138
MAS90 TUR85 WAVYS 133
PUM10 CND03 ROGER 140
CAF98 MAX84 M0121 130
WLK13 SLL07 M0050 144
KLN16 PRC12 M0062 138
GLR20 LPA02 M0152 143
BUT98 BCL93 TURKS 144
HEL01 ORC95 M0139 138
WLK11 SLL07 ARCHI 144
CHE75 BLT69 M0141 147
FIE87 SIE82 M0063 140
STN15 LMS05 M0133 143
MRY99 MAR93 KIERA 153
PUE18 NAV12 STRAC 147
BNS09 PCL02 M0051 133
WAG07 LPW91 NIGEL 151
CRO92 OCH85 LENOT 138
URC11 ANM06 M0055 144
VIN93 MUS84 M0068 133
ONY09 RBY05 NIGEL 143
EMU16 LYR12 LAVAL 137
CAY05 CPS97 M0086 133
ANK91 KIL82 SCO81 144
AVO88 UPT78 JACKS 143
EDA15 CHD05 SARGA 142
LMS97 GOD94 GRIST 143
PPT19 WAG06 LONGB 151
WOD96 CAP84 SEP83 140
BEE88 PET85 CRE80 147
RHY82 MOS78 PHANT 138
TIK98 HAL95 TEAKS 133
APH91 THO86 TOPIS 132
APH90 THO86 WAVYS 132
SOA21 BRY10 M0131 153
BIJ13 OPA07 ROGER 143
PEP93 MUS81 M0147 133
FIN97 FEN89 M0049 133
PPT17 WAG06 SCRAT 151
CBH16 CCK07 M0072 138
LUZ90 DOR78 M0069 132
SUN91 RHY86 LENOT 138
ORA12 ANM02 BROWN 144
CHE72 BLT69 M0029 147
COM20 APA10 STRAC 147
GGZ17 CHD10 SARGA 142
GRA93 FAN90 CRUMP 130
HAR84 MOY76 SCO75 155
CBH11 CCK07 ROGER 138
ORA11 ANM02 ARCHI 144
LPA04 LMS97 QUN94 143
MEL79 YHO71 PHANT 140
TNG95 FAN88 M0008 130
PRS97 ATH89 M0148 132
UPT70 UPTUR M0094 143
HIR99 FUL93 KIERA 153
CGH93 WHA87 CRUMP 143
MEA92 BAR84 SAF82 155
SOL88 THO84 TOPIS 132
HAL90 TUR83 TOPIS 133
TNQ12 GNB07 BROWN 147
BOO12 YOG06 WBEYS 147
ZUC96 CUC91 LENOT 140
TNG99 FAN88 TURKS 130
LUT08 FDL03 NIGEL 137
AQU91 COB80 NA 130
BRO70 BROWH NA 141
GRN21 MIC14 NA 130
TOK14 SLA07 NA 152
QUA84 BR274 NA 141
AIDAN MOPRC NA NA
THS91 PAP87 NA 139
CRM03 OCH96 NA 138
STE11 FAL01 NA 156
HER95 MAC87 NA 140
BRA79 ELG68 NA 106
BOM07 BIT01 NA 143
BUDDY BROWH NA 141
SPL09 SAM94 NA 139
DUNST F0100 NA NA
CHO72 CHOCH NA 158
BLT71 BLTLE NA 147
TRN77 TRNRI NA 151
WHIGR YTAGG NA 132
WHE82 UPR74 NA 155
RAN85 YTA75 NA 132
BUS90 PEC86 NA 127
WAN89 WAX80 NA 132
WAN87 WAX80 NA 132
CRM99 OCH96 NA 138
CLC90 COL72 NA 130
